Date,Content
01.12.2023,"Citizens of Israel,

This evening we received difficult news. It finally became clear that Col. Asaf Hamami, a hero of Israel, fell in battle on the 7th of October. Asaf was the commander of the Gaza Division Southern Brigade. Two weeks ago I met with his family. We prayed together for a different result, which to my regret, did not materialize. Asaf was a hero for all of us. May his memory be blessed.

Citizens of Israel,

'Whoever saves one life, it is as if he has saved the entire world.' Last week we rescued many worlds. We returned 110 souls to Israel. We freed 86 Israeli citizens – children, women, young people, mothers and grandmothers, as well as dozens of foreign nationals. The entire nation and many around the world held their breath as they followed each release.

The boys and girls and young people whom we returned home: Raz, Aviv, Hila, Alma, Noam, Emma, Yuli, Emilia, Avigail, Emily, Gali, Amit, Eitan, Nava, Yahel, Noam, Ohad, Uriah, Yuval, Ofri, Erez, Mia, Noga, Ofir, Dafna, Ela, Tal, Agam, Gal, Or, Yagil, Itay, Maya, Bilal, Aisha, Uri, Natali, Mika, Liam – and many others whom we have released.

These are not just names but souls of boys and girls that we brought back home, we brought them back to life. We will be with them and look after them. I embrace them on behalf of all of you, citizens of Israel: Welcome to those who have left the horrors, welcome back home.

The Psalmist writes (142:8): 'Take my soul out of confinement'. We have taken them out of confinement, from darkness to light, from slavery to redemption.

Only one week ago this seemed unbelievable, completely imaginary. And today they are here, wrapped in the love of their families and of the people. How great is the joy of their return, and how great is the pain of those who were murdered amidst terrible brutality and of those who have not yet returned.

I deliberated greatly before the decision. I asked myself how does one negotiate with the Satan who murdered, raped, dismembered and burned human beings, women, children and infants, a Satan to whom human life has no value.

But at the same time, it was clear to me that we could find a way to rescue dozens of hostages from the Satan's claws. I was not prepared to give up on that possibility.

We conducted tough negotiations under fire, from evening to morning and from morning to evening. I spoke frequently with President Biden and we pressed the intermediaries in order to improve the outline. And indeed, we succeeded in considerably improving it.

We applied pressure around the world – the Mossad, the negotiating team, the ISA and the IDF. I was in continuous and daily contact with the White House. The efforts were productive; we doubled the number of those who were released but the mission has yet to be completed.

This week I visited our wounded at Soroka Medical Center. I met there with heroic fighters and another hero, Mia Regev. Mia was abducted by Hamas murderers from the party at Reim. They shot her and wounded her leg. She endured physical and mental tribulations but she is recovering. She is strong. Mia met her brother Itay, who was also abducted and whom we also succeeded in freeing. I stood by her bed. I embraced her. I embraced her father Ilan and her younger brother Guy. What can I tell you citizens of Israel, my brothers and sisters, I saw with my own eyes a family that was reborn.

We achieved the releases of our hostages thanks to a combination of the massive military pressure by our heroic soldiers and the relentless diplomatic effort I led along with my colleagues.

My wife Sara and I met again this week with parents of several of our hostages who remain in the terrible Hamas captivity. We embraced them and I promised them: We will do everything to bring them back home – all of them.

In order to complete the sacred mission of returning all of our hostages, in order to eliminate Hamas, and in order to ensure that Gaza does not go back to constituting a threat to Israel, and that there will be no element there that educates its children for terrorism, supports terrorism finances terrorism and calls for the destruction of Israel – we are continuing to fight with full force. Our soldiers prepared for this during the pause – for absolute victory over Hamas.

I met in the field with our fighting men and women who told me: 'Mr. Prime Minister, continue until the end' and I told them: 'To the end – of that there is no question.'

Citizens of Israel, I tell you this evening that you have those whom you can rely on. The fighting men and women of the IDF, the ISA, the policemen and women who have fought with utmost heroism – they are the best. They have great spirit, strength and faith. They nobly and heroically bear the pain of losing their heroic comrades and commanders who have fallen, and thus our entire people – until victory is achieved.

The fighting continues.

The day before yesterday I directed the IDF, together with the War Cabinet, to resume fighting, with increasing force. In the last 24 hours, we have destroyed over 400 Hamas terrorist targets. We carried out extensive aerial attacks in Khan Yunis. We eliminated terrorists and infrastructure in Beit Lahiya. We are continuing to act in the northern Gaza Strip.

Last week, many of you asked what one of our heroic soldiers whom I visited inside the Gaza Strip asked me: 'Will the fighting resume after the days of the pause?' I answered him: 'Unequivocally – yes!' Now the answer is clear to everyone.

I state clearly and unequivocally: We will continue the war until we achieve all of its goals and it is impossible to achieve these goals without continuing the ground incursion. The ground incursion was essential in order to bring about the results up to now, and it is necessary to bring about future results.

I tell our friends around the world, you share our goal of eliminating Hamas and releasing our hostages; therefore, I also emphasize to them that there is no way of achieving these goals except by victory, and there is no way to achieve victory except by continuing the ground incursion. The IDF and the security forces are doing this with determination, strength and while upholding international law.

In the north as well, we are taking continuous action against Hezbollah's efforts to act against us. We are thwarting terrorist cells, pushing the enemy away from our border and destroying war materiel.

We are continuing with the policy that we have determined: Strong deterrence in the north, clear decision in the south.

We are not sitting idly by in the face of the aggression against us. We are returning fire many times over. Let it be clear: We are committed to restoring security both in the south and the north. If Hezbollah makes a mistake and enters into a broad war, it will be destroying Lebanon with its own hands.

Citizens of Israel, we are in the midst of a difficult and bitter war but there is no war more just. It is a war for our home. All of us are united behind the justice of our cause and all of us give full backing to our soldiers. A difficult war is yet before us, but in the end, we will be victorious.

Together we will fight – and with God's help, together we will win"
30.11.2023,"Sara Netanyahu, today, toured the communities of the area adjacent to the Gaza Strip. At Kibbutz Reim, she was briefed by the commander of the Netivot police station, police officers and Border Police officers who fought on Saturday of October 7th, and heard their many stories of heroism.

She then toured the area where Hamas murderers perpetrated a massacre at the party near Kibbutz Reim and acknowledged the pain at the memorial that has been established at the area of the Nova party, where she met with and embraced families who lost loved ones, and listened to the stories of the civilians who succeeded in escaping the horrors.

Together with Transportation Minister Miri Regev and Sdot Negev Regional Council Chairman Tamir Idan, Sara Netanyahu toured the lot for destroyed vehicles from the Nova massacre on October 7th.

Mrs. Netanyahu met with residents at the Sdot Negev retirement home who prepare and serve food to our soldiers together with volunteers from around the country.

Sara Netanyahu visited with soldiers stationed in the area and expressed her support, noting that [translated from Hebrew]: ""The entire people of Israel stand behind you – until the absolute victory over Hamas. We will not stop fighting until we bring back all of our hostages, eliminate Hamas, which perpetrated crimes against humanity against us, and ensure that Gaza never again threatens the citizens of Israel"
30.11.2023,"Prime Minister Benjamin Netanyahu, today, the intelligence and negotiations command center for returning the hostages from the Gaza Strip, under the command of Maj.-Gen. (Res.) Nitzan Alon.

At the start of the visit, the Prime Minister was briefed on the activity at the command center in the many efforts being made to return the hostages home.

Prime Minister Netanyahu then went to the intelligence control center, where he met representatives from the entire intelligence community, reservists and conscripts. The Prime Minister praised their work around the clock and the inter-agency cooperation for the good of the sacred mission.

Prime Minister Netanyahu to the intelligence control center staff:

""You are doing amazing work, and it blends with all of our war efforts. Continue; we will continue together"
30.11.2023,"Prime Minister Benjamin Netanyahu, last night (Wednesday, 29 November 2023), at the Sdot Negev Regional Council building, held a lengthy and in-depth meeting with council heads from communities in the area adjacent to the Gaza Strip, under its new name, the 'Tekuma Region.

Sdot Negev Regional Council Chairman Tamir Idan, Sderot Mayor Alon Davidi, Merhavim Regional Council Chairman Shai Hajaj, Eshkol Regional Council Chairman Gadi Yarkoni, Sha'ar Hanegev Regional Council Acting Chairman Yossi Keren, Hof Ashkelon Regional Council Chairman Itamar Revivo and Prime Minister's Office Director General Yossi Shelley.

Also participating in the meeting were representatives from the communities and kibbutzim who fought on the dark day of Saturday, October 7th, and who told of the heroism of the emergency squads.

Tekuma Authority Director Moshe Edri presented Prime Minister Netanyahu with the plan for rebuilding the communities in the area adjacent to the Gaza Strip and thanked him for fully backing the work of the Authority, which was established at his direction.

The Prime Minister heard about residents' various needs and the existing responses. He said that the State of Israel is committed to settlement in the area adjacent to the Gaza Strip, to rebuilding the kibbutzim that were attacked and to restoring security.

The council heads thanked the Prime Minister for visiting and commended him for his efforts to return all of the hostages and for his goal of bringing about a decisive victory over Hamas.

Prime Minister Netanyahu to the council heads:

""On the first day, we declared that this was a war, not an operation or another round, but a war. This war has several goals. The first goal is the elimination of Hamas. The second goal is returning all of our hostages. The third goal is to ensure that after Hamas is eliminated, the Gaza Strip does not go back to being a threat to the State of Israel, to any part of the State of Israel.

We will not spare investments. I hear both the little things and the big things. There is a battle here with the bureaucracy and I am fighting it. I hear your cry. The Government ministries are working hard but there is much to improve. We will not rest just with rebuilding. We need to establish new communities"
30.11.2023,"Welcome.

The Secretary and I had an opportunity to begin to discuss the many issues that we want to talk about.

But first, I want to express our appreciation for your support from the beginning: the President, you personally, the delegation, in the war of eliminating Hamas and releasing, securing the release of our hostages. You've been very, very helpful. We appreciate it deeply. 

And of course, I'd like to talk to you about the next phase."""
30.11.2023,"Prime Minister Benjamin Netanyahu at the Cornerstone-Laying for the Community of Ofir, named after the Late Sha'ar Hanegev Regional Council Chairman Ofir Leibstein: ""We will rebuild and expand the
 communities, and we will add more communities."" 
 
Prime Minister Benjamin Netanyahu, today (Wednesday, 29 November 2023), laid the cornerstone of the community of Ofir, in memory of the late Sha'ar Hanegev Regional Council Chairman Ofir Leibstein. Those attending the emotional event, together with Construction and Housing Minister Yitzhak Goldknopf and local council heads from the area adjacent to the Gaza Strip, praised the courage of the late Ofir Leibstein and noted his heroic fight, together with his late son Nitzan, in battles against Hamas terrorists at Kibbutz Kfar Aza on Saturday October 7th. 
 
Prime Minister Netanyahu to the local council heads from the area adjacent to the Gaza Strip: 
 
""All of you endured very difficult days here. Friends were murdered. Leaders were murdered – men and women who fought, soldiers and police officers. It is simply unbelievable what happened here on the day of this ultimate test. The people of Israel hold onto our land by the fingernails, repelled the murderers, the monsters, and now we are in the midst of action that will continue to its end. 
 
We established a state, an army, communities and cities. We welcomed immigrants, but the battle continues as it has for 100 years and more. It most definitely continued here on that terrible day and we will overcome them. 
 
This construction expresses what we are now doing. Several months ago, we decided to establish a new community and called it 'Hanun' and today we are changing its name to 'Ofir' after the late Ofir Leibstein, a leader, a man of the Land of Israel, a builder and a man engaged in settling the land. Here children will grow up and be educated about his contribution, heroism and sacrifice. 
 
We will continue to build, not one community but communities, here in this place. We will build and we will continue to build, here and all throughout the Land of Israel. We will rebuild and expand the communities, and we will add more communities."" 
 
Participating in the event were Sdot Negev Regional Council Chairman Tamir Idan, Sderot Mayor Alon Davidi, Merhavim Regional Council Chairman Shai Hajaj, Eshkol Regional Council Chairman Gadi Yarkoni, Sha'ar Hanegev Regional Council Acting Chairman Yossi Keren and Hof Ashkelon Regional Council Chairman Itamar Revivo. Also in attendance were Tekuma Authority Director Moshe Edri, head of IDF Home Front Command Maj. -Gen. Rafi Milo, the Prime Minister's Chief of Staff Tzachi Braverman, the Prime Minister's Military Secretary, Maj.-Gen. Avi Gil, and Prime Minister's Office Director General Yossi Shelley. 
 
The cornerstone-laying for the community of Ofir is a direct continuation of the Government decision, by the Prime Minister and the Construction and Housing Minister on 5 February 2023, to establish a new community in the area adjacent to the Gaza Strip to be called Hanun (which was defined as a provisional name"
29.11.2023,"Prime Minister Benjamin Netanyahu, today (Wednesday, 29 November 2023), visited the former Sderot police station, after it was decided to demolish it following the infiltration of Hamas terrorists who barricaded themselves inside the structure on October 7th. The Prime Minister met, at the site, with police officers from the station, some of whom were wounded, and heard from them about the fierce battles they waged against the terrorists; he then laid a wreath on the demolished structure in memory of the police officers who fell in battle.
 
Prime Minister Netanyahu continued on to the police building that has been dedicated in Sderot, where the commanders briefed him on the police action in repelling the Hamas terrorist assault.
 
Prime Minister Netanyahu was accompanied by National Security Minister Itamar Ben-Gvir, Israel Police Inspector General Kobi Shabtai, Israel Police Southern District Commander Amir Cohen, Sderot Police Commander Dvir Arubas and Prime Minister's Office Director General Yossi Shelley.
 
Prime Minister Netanyahu to the police officers:
 
""I am here with the National Security Minister, the Inspector General, and Amir and the heroic fighters who conducted an exemplary battle here in which they lost comrades. The police [station] behind us was demolished and we are building a new one, but this attests to what happened here. I heard the stories, the resourcefulness and the courage and mutual responsibility which is simply an example for the State of Israel. On behalf of the entire people of Israel and all citizens of Israel, I salute you; you are genuine heroes. Well done.
 
The people of Israel owe you a great debt. We appreciate the work of the police, and their sacrifice, and that of the Border Police. You fought as both individuals and groups in the worst possible conditions, and proved yourselves. On the day of the highest test, you met the challenge in an exemplary manner, and I truly say to you with all my heart, and that of the entire people, all citizens of Israel – you are heroes. Thank you very much"
27.11.2023,"Prime Minister Benjamin Netanyahu and Elon Musk, today, at the Prime Minister's Knesset office, held a meeting following their tour of Kfar Aza this morning.

The Prime Minister showed Musk sections of the film that was prepared by the IDF Spokesperson and which shows the horrors of the massacre perpetrated by Hamas on October 7th.

They then held an extended meeting on the security aspects of artificial intelligence.

Senior security establishment officials in the fields of artificial intelligence and cyber participated in the meeting"
27.11.2023,"Prime Minister Benjamin Netanyahu and Elon Musk, this morning, toured Kibbutz Kfar Aza. The Prime Minister showed him the horrors of the massacre at the kibbutz on Saturday October 7th. Sha'ar Hanegev Regional Council Acting Chairman Yossi Keren and IDF Spokesperson representative Liad Diamond briefed Musk on the massacre at the kibbutz.

Prime Minister Netanyahu and Elon Musk went to the Leibstein family residence where the latter heard about the heroism of the late Ofir Leibstein, the Sha'ar Hanegev Regional Council Chairman who was murdered on the morning of October 7th in exchanges of fire with terrorists who had entered the kibbutz.

The Prime Minister and Musk proceeded to the Itamari family residence where Musk heard about Avigail Idan (4), whose parents were murdered and she was abducted to Gaza and released yesterday from Hamas captivity. At the family home, an IDF Spokesperson representative showed photographs that were taken a few days after the massacre.

At the conclusion of the visit, Prime Minister Netanyahu and Elon Musk went to the young people's neighborhood on the kibbutz, which suffered most of the horrors on October 7th"
26.11.2023,"Prime Minister Benjamin Netanyahu, today, visited in the Gaza Strip, where he received security briefings with commanders and soldiers and visited one of the tunnels that has been revealed.

The Prime Minister was accompanied by his Chief of Staff, Tzachi Braverman, National Security Council Director Tzachi Hanegbi, his Military Secretary, Maj.-Gen. Avi Gil, and IDF Deputy Chief-of-Staff Maj.-Gen. Amir Baram.

Prime Minister Netanyahu:

""We are here in the Gaza Strip with our heroic soldiers. We are making every effort to return our hostages, and in the end we will return them all. We have three goals in this war: Eliminate Hamas, return all of our hostages and ensure that Gaza will not go back to being a threat to the State of Israel.

I am here to tell the soldiers, who all tell me the same thing, and I repeat it to you, citizens of Israel: We are continuing until the end – until victory. Nothing will stop us, and we are convinced that we have the force, the strength, the will and the determination to achieve all of our goals for the war, and this is what we will do.

I sat with the IDF Deputy Chief of Staff and the commanders. On the wall it was written: 'Am Israel Chai' [The People of Israel Live]. Then Am Yisrael Chai and the people of Israel will also win thanks to you. Thank you"
25.11.2023,"During the operation, Prime Minister Benjamin Netanyahu and Defense Minister Yoav Gallant will be at the IDF Operations Branch control center at the Kirya in Tel Aviv.

The Prime Minister and the Defense Minister will closely monitor management of the operation to bring the Israelis who have been released from Hamas captivity back to the country.

Prime Minister Netanyahu will be accompanied by National Security Council Director Tzachi Hanegbi and his Military Secretary, Maj.-Gen. Avi Gil. Defense Minister Gallant will be accompanied by his Military Secretary, Brig.-Gen. Guy Markizano and the head of his staff, Shachar Katz"
24.11.2023,"Prime Minister Benjamin Netanyahu, met with ZAKA  President Eyal Mashiach, ZAKA CEO Dubi Weissenstern and ZAKA commanders and volunteers. 

The Prime Minister heard from the ZAKA members – who come from all sections of Israeli society: Jews, Arabs, religious and secular – powerful testimony about their work locating and identifying the bodies of those who were murdered in the communities adjacent to the Gaza Strip, which was carried out under fire. The ZAKA members described the horrific acts perpetrated by Hamas on October 7th: Tying up family members and setting them on fire, murdering small children, verifying kills, brutally raping women and more. 

Prime Minister Netanyahu also heard from ZAKA volunteers about their public diplomacy activity in Israel and the world, and about their deep sense of mission in carrying out their sacred tasks. 

Prime Minister Netanyahu [translated from Hebrew]: 
""You have given direct testimony of the most terrible horrors that have been perpetrated against the Jewish people since the Holocaust. The only difference between what happened in the Holocaust and what happened in the area adjacent to the Gaza Strip is the ability; if they could have, they would have slaughtered us all. 

I visited the Bedouin Desert Patrol Unit in which Arabs and Jews, Muslims and Christians, fight shoulder-to-shoulder. The Bedouin officer told me that like you he went there: 'The first thing that I saw on the way to the highway was the decapitated body of a woman, and I understand who we were facing.' You saw the whole range of these horrors. First of all, I want to thank you for the strength of spirit to see such things and yet continue. I hope that you are taking care of yourselves; that is also important. Of course, you are also doing this sacred work and when you talk among yourselves and to the outside world, you must speak out. These are powerful stories and we are in a major fight. 

This fight is not about to end at the moment. It will end when it ends. We will eliminate them; we have no other possibility. Otherwise we will be unable to live here in this area. But we need to buy time, which we also buy by turning to world leaders and to public opinion. You have an important role in influencing public opinion, which also influences leaders. We are in a war; it will continue. The war is not only to take care of the 1,400 people and perhaps more whom we lost – men and women, children and infants and things which are impossible to describe, but also to give us the maneuvering room. 

I would like to tell you that the entire nation and all citizens of Israel appreciate what you are doing. We always appreciate it, but today how much more so because the horrors are much greater, and you need to draw strength from this appreciation. This is the true expression of the unity of Israel. I want to tell you I am very impressed and full of appreciation. I thank you on behalf of all citizens of Israel"
23.11.2023,"Prime Minister Benjamin Netanyahu, today, at the Prime Minister's Knesset office, met with Spanish Prime Minister Pedro Sanchez and Belgian Prime Minister Alexander De Croo. 

Prime Minister Netanyahu showed them sections of the horrific footage from the IDF Spokesperson's Office and told them afterwards:

""We face a peculiar kind of enemy, a particularly cruel and inhuman foe. 

They're genocidal. They're not fighting for this or that territory; they're fighting to eliminate the Jewish state in whatever boundary. They say so. Their charter says if you find a bush and a Jew is hiding behind it, kill the Jew. Kill all the Jews.

Their goal goes beyond the destruction of Israel. They're part of an axis of terror: Iran, Hezbollah, Hamas, Houthis. They say death to America—that's the Great Satan. Israel is the Small Satan. I hope I don't find any offense with any of you. You're a middle-sized Satan.

They hate our free civilization. They want to bury it. They have an ideology that is mad. In the 21st century, after the Enlightenment, after the Scientific Revolution, after the advance of human rights and democracy, this is sheer madness.

I don't give it relative moralism that says, moral relativism that says, well, they have this society. They can do these horrible things to women. They can do these horrible things to human beings. That's their value system. 

That's not a value system. That's something that has to be fought. And one thing that we discovered in the 21st century is that our assumption that we can live our civilized lives in our advanced countries, seeking peace, prosperity and progress, and we can just sit back and the barbarians will not come back, they come back. They come back in many places, and if we are unwilling to fight the barbarians, they will win.

There's a great historian that I admire, an American Christian Humanist by the name of Will Durant, who wrote, in the last century he wrote ""The History of Civilization."" And he said history does not favor Jesus Christ over Genghis Khan. History favors the strong. Your moral values do not stand up if you're not willing to fight for them. 

Here is a classic case of savagery and barbarism against civilization. Now, this savagery has two techniques. One is to deliberately target civilians. The whole laws of war, humanitarian law, which we're committed to completely, makes a simple distinction. On one line, they draw, they draw a line in the middle of the world and they say on one line are combatants, and the other line are non-combatants. You can target the combatants. You should target the combatants. But don't deliberately target the non-combatants. They can be hurt, unintentionally. That accompanies every legitimate war.

What the terrorists do is erase the sense of sin. They say everyone is a target. These girls in a music festival, these women. They're targets. Babies. They're targets. Old people. They're targets. Holocaust survivors. They're targets. Everyone is a combatant. Everyone! They not only target everyone, every citizen, no one is a civilian, no one is exempt from their murder, from their harm.

They also hide behind their civilians. They deliberately implant themselves in hospitals, in schools, in residential areas, in UN facilities. They fire their rockets from there. Thousands of them. We might have an alert as we speak. There is no symmetry here! These people target directly our cities all the time. Thousands and thousands and thousands of rockets. Falling on Barcelona, falling on Madrid, falling on Brussels, falling on Antwerp. Or any one of the European cities. Thousands! Israel is a small country. 

They deliberately target civilians and they deliberately hide behind civilians and use them as a human shield. That's a war crime.

So what is a democracy, committed to the human, to the laws of war, supposed to do? Do the laws of war give exemption to such criminals? And the answer is: They don't. They say do your best to target the terrorists. Do your best to minimize civilian casualties.

But if we, the democracies, accept, say that under no circumstances should we go in because civilians tragically get killed, then we lost. We lost before we begin. You lost and you lost. Spain lost. Belgium lost. Because this will spread. You will see it. Very soon. Because the Axis of Terror is not going to stop. If they can emerge victorious here, they intend to bring down the Middle East, and next they'll go to Europe. After that they'll go elsewhere.

If you think I'm exaggerating, I am not. This is where the pivot of history now is going to be decided. Do we stop them there? Or do they come to you? Now, how do you stop them? What do you do? What did the Western countries, what did the democracy do when terrorists embed themselves amidst civilians? 

Let me say from the start that any civilian death is a tragedy. Any one. And to avoid them, what you do is first, you try to get the civilians out of harm's way. And that's exactly what we did. We asked, called, sent leaflets, phoned the civilians in the areas where we were going to hit the terrorists, the Hamas terrorists, and we said please leave. When they tried to leave, Hamas kept them at gunpoint. Stay, because Hamas doesn't care that their civilians are killed. 

This is a messianic death cult that hides in the bunkers. As one of their spokesmen said: the underground belongs to Hamas; aboveground, so civilians, that's Israel's problem and the UN problem. Not their problem. On the contrary. It's their shield. So, what do you do?

We ask them to leave. Hamas tries to stop them from leaving. Thankfully, many left. We set up a safe corridor, from the north of Gaza, where we were concentrating our effort against the terrorists, to the south. A safe zone in the south, safe corridor to the south. Hamas shot the safe corridor. They fired on the safe corridor, so the people would be trapped in. But they kept on leaving. 

I'm happy to say that there is a decline in civilian casualties, which is our goal. Our goal is to have none. And primarily that's because of the ground action. The ground action has resulted in the fact that the warnings that we give are addressed by the population, the civilian population that goes south. When they go south, we give them humanitarian support. There are about 150 trucks now going in. Probably go up to 200 and beyond: food, medicine, water. I have not seen yet the effort that I'd like to see from the UN and the international agencies to build there shelters. Winter is coming and there is no reason not to build tens of thousands of tents in the safe zone, next to the safe zone. Because they don't enter the safe zone, the UN, which I think is shocking. I said, okay, we'll give you a lot of little zones. And they're building little safe zones to get the population out of harm's way.

Israel is doing everything in its power to get the population out of harm's way. Hamas is doing everything in its power to keep that population in harm's way. That's the facts. 

I'll give you an example – Hitler, the original Nazis, they invade Europe, they do these horrors on a mass scale. 

And by the way, these killers would do exactly what Hitler did if they could away with it. The difference is only in capability, not in intent and not in savagery. Hitler invades Europe, perpetrates these horrible savageries, the Holocaust and so on. And so on. And the Allies invade. They invade Normandy. The German army is in the cities. You've seen the footage. The Allies say, ""No, we can't do anything. We can't fire,"" because they're amid civilians? Of course not. They try to do exactly what we are doing: try to minimize the cost. And then they go through the cities of France and they go through the cities of Germany. And unfortunately, many, many, many civilian casualties occur. 

I don't know what history would have been like if we had demonstrations and protests in the West against the Allies for incurring civilian, German civilian casualties. I know history would have been very different. But we are the Allies, along with the moderate Arabs, with the United States, with Europe. We're the Allies. And they're the new Nazis. Israel cannot be held to a standard that no one is being held to. We have to fight the terrorists.

We're in complete compliance with international law. I think in many ways, we're setting a different standard. We seek to minimize civilian casualties, and Hamas seeks to maximize it. And I would strongly urge you to make that distinction, not merely because it's right and just, but because your very societies are on the line. You're next. 

This is a battle for civilization. It has to be won. We will win it, because we have no other choice. We don't have a future if we don't. Hamas has already said, 'We'll do it again and again and again.' So we'll have to eradicate them. Just as you couldn't leave a reduced Nazi presence, you know, in Germany. You couldn't do that. And we are not going to leave a reduced Hamas presence in Gaza. But the consequences are much bigger. And I think that we should all unite in making sure that this kind of savagery never shows its face again.

I thank you"
23.11.2023,"Prime Minister Benjamin Netanyahu, today, at the Knesset in Jerusalem, met with UK Foreign Secretary and former Prime Minister David Cameron and said at the start of their meeting:

""Thank you, David, for coming here and standing with Israel. We hope to get our hostages out. It's not without its challenges. But we have to, we hope to get this first tranche out. And then we're committed to getting everyone out. 

We'll continue with our war aims, namely to eradicate Hamas, because Hamas has already promised that they will do this again and again and again. They're a genocidal terrorist cult. There's no hope for peace between Israel and the Palestinians, between Israel and the Arab states, if we don't eradicate this murderous movement that threatens the future of all of us.

It's a larger battle of civilization against barbarism, the kind of savagery that you saw on your visit. It's the worst savagery perpetrated on Jews since the Holocaust. And just as the world united to vanquish the Nazis or vanquish al-Qaeda after 9/11 or vanquish ISIS, we have to unite to vanquish Hamas.

Israel sustained proportionately twenty 9/11s – twenty 9/11s. It's as though 50,000 Americans were slaughtered in a single day and 10,000 were held hostage, including a nine-month-old baby. He can't walk, he can't talk, he's a hostage. What kind of people do this? The answer is these are not people; these are monsters. These monsters have to go. They'll go. We'll pursue the battle until that goal is achieved, and we give a different future for Gaza and for us.""

UK Foreign Secretary Cameron:

""I just want to say thank you very much for finding the time to see me. I wanted to come in person and go to the sites of the country and go to Kibbutz Be'eri to see just the true nature of the horrific attacks that you faced. I think it's very important to do that and see that. And, you know, we stand with the people of Israel in sympathy for what you have gone through. I think that was important.

Today, obviously, it's important we talk about this potential humanitarian pause. I think it's an opportunity to crucially get hostages out and to get aid into Gaza. There's never an excuse for this sort of hostage taking. All the hostages should be released. 

I hope everyone who's responsible and behind this agreement can make it happen, to bring relief to those families, including, of course, there are British nationals who have been taken hostage. And so that, let's hope that that can be delivered. Thank you for the time. There's lots of things to talk about. It's very good to see you again"
22.11.2023,"Citizens of Israel, at the start of my remarks, I would like to speak to the families of the hostages, our brothers and sisters. Last night, I convened the Government in order to approve the first stage of the outline for returning the hostages. Since the start of the war, I have not stopped thinking about you, the families. I have met with you and have heard from you what you are enduring. I have heard from you about the continuing nightmare, the tribulations of uncertainty, the endless worrying. When I meet with you, you put the photos of your loved ones on your chests, on your hearts, and I and my colleagues see all the photos; they are a call to action.
 
Since the outbreak of the war, we have indeed been working relentlessly to bring them all back home. And when I say all of them – I mean all of them, including Oron, Hadar, Avra and Hisham.
 
We have clearly defined the goals of the war: Eliminate Hamas, free our hostages and ensure that on the day after Hamas, Gaza will no longer constitute a threat to Israel. We said that we would act to create the conditions for returning the hostages and we created them. What paved the way to the current outline is the combination of two main efforts. The first effort, is the massive, relentless military pressure that we are using against Hamas. I want to commend the IDF and the ISA for the immense work that they are doing to create this pressure. The second effort is the great diplomatic pressure that we are using for the release of our hostages. We conducted difficult negotiations; we fought to improve the outline. I have just spoken again with President Biden and thanked him for acting, as per my request, with the intermediaries to significantly improve the outline; such an improvement has been achieved.
 
This combination of the military and diplomatic efforts created the conditions for returning our hostages. I believe that this combination will also facilitate the release of additional hostages in the next stages. The outline that has been achieved does not include the release of murderers. It does include visits by Red Cross representatives to the hostages and the delivery of medicines to them. I heard that there is someone denying this. The Red Cross says that it has not heard; then here is the explicit clause: 'The Red Cross will be allowed to visit the remaining hostages and provide them with needed medicine.' I expect the Red Cross to do its work.
 
Citizens of Israel, as Prime Minister of Israel, I frequently face tough decisions, between a difficult choice and an even more difficult choice. It is especially so on the issue of the hostages. The effort to bring all of them home is ongoing and at this time we can achieve the release of infants and children, mothers and women, who have swords at their necks. This is the precept of redeeming captives which we have a moral obligation to carry out.
 
In the history of the State of Israel, we have released hostages in highly feasible military operations. We have done this despite the heavy price that we have had to pay. It happened at the Savoy Hotel, at Entebbe, on a SABENA jet, and in other cases. It has also happened in this war; several weeks ago, we freed the soldier Ori Megidish in a daring military action. But military operations are not always possible. Therefore, we are not waiting. We are utilizing every sliver of opportunity to release our hostages because returning them is a sacred task.
 
The IDF and all of the security services fully support the outline. They reiterated at yesterday's Government meeting that the security of our forces will be assured during the days of the pause and that the intelligence effort will be maintained during these days. And the IDF will, at this time, be preparing for the continuation of the war.
 
This morning, the Government made a decision and I and my colleagues believe with all our hearts, that it was the correct decision. I thank my colleagues for the joint position – Defense Minister Yoav Gallant, Minister Benny Gantz and the Government ministers, IDF Chief-of-Staff Lt.-Gen. Herzi Halevi, Mossad Director David Barnea, ISA Director Ronen Bar, Maj.-Gen. (Ret.) Nitzan Alon, Brig.-Gen. (Ret.) Gal Hirsh and all those who have helped and who are working to achieve the release.
 
Citizens of Israel, I want to be clear – the war is continuing. The war is continuing. We will continue until we achieve all of our goals: Return all of the hostages, eliminate Hamas and ensure that on the day after Hamas, no element that supports terrorism, educates its children for terrorism, and pays terrorists or their families, will control Gaza. Gaza will no longer constitute a threat to Israel. We will restore security in both the south and the north. We are winning and will continue to fight until absolute victory. We are doing so thanks to the courage of our soldiers and thanks to the self-sacrifice of our sons and daughters, heroes of Israel. I always remember that this victory has a heavy price – our soldiers who gave their lives for us all, our heroes that fell to defend our home.
 
I spoke this evening with Avichai and Tali Barzani, whose son Dvir, a paratrooper, fell this week in the fighting in Gaza. Avichai is a veteran security man whom I have known for years. He told me that he wrote to his son Dvir: 'When you go to fight Hamas, remember that behind you are the 1,400 Israeli citizens who were brutally murdered by a terrible enemy.' Avichai and Tali asked me, as have all of the bereaved parents with whom I have spoken, to continue to the end, to continue until the absolute victory.
 
Citizens of Israel, I stand here this evening to tell you clearly: This is exactly what we will do.
 
Together we will fight and with God's help, together we will win"
